0,1,2,3,4,5,6,7,8,9,10
002,ΗΛΙΟΥΠΟΛΗ,264,,,2025-05-25 07:52:01,2025-05-24 20:00:00,2025-05-24,2025-05-25,ΓΡΑΜΜΉ 2,Boarding
002,ΗΡΑΚΛΕΙΟ,275,,,2025-05-25 07:52:01,2025-05-24 20:00:00,2025-05-24,2025-05-25,ΓΡΑΜΜΉ 1,Boarding
002,ΘΗΣΕΙΟ,288,,,2025-05-25 07:52:01,2025-05-24 20:00:00,2025-05-24,2025-05-25,ΓΡΑΜΜΉ 1,Boarding
002,ΚΑΛΛΙΘΕΑ,359,,,2025-05-25 07:52:01,2025-05-24 20:00:00,2025-05-24,2025-05-25,ΓΡΑΜΜΉ 1,Boarding
002,ΚΑΤ,96,,,2025-05-25 07:52:01,2025-05-24 20:00:00,2025-05-24,2025-05-25,ΓΡΑΜΜΉ 1,Boarding
002,ΚΑΤΕΧΑΚΗ,187,,,2025-05-25 07:52:01,2025-05-24 20:00:00,2025-05-24,2025-05-25,ΓΡΑΜΜΉ 3,Boarding
002,ΚΑΤΩ ΠΑΤΗΣΙΑ,465,,,2025-05-25 07:52:01,2025-05-24 20:00:00,2025-05-24,2025-05-25,ΓΡΑΜΜΉ 1,Boarding
002,ΚΕΡΑΜΕΙΚΟΣ,324,,,2025-05-25 07:52:01,2025-05-24 20:00:00,2025-05-24,2025-05-25,ΓΡΑΜΜΉ 3,Boarding
002,ΚΗΦΙΣΙΑ,562,,,2025-05-25 07:52:01,2025-05-24 20:00:00,2025-05-24,2025-05-25,ΓΡΑΜΜΉ 1,Boarding
002,ΚΟΡΥΔΑΛΛΟΣ,431,,,2025-05-25 07:52:01,2025-05-24 20:00:00,2025-05-24,2025-05-25,ΓΡΑΜΜΉ 3,Boarding
002,ΚΟΡΩΠΙ,84,,,2025-05-25 07:52:01,2025-05-24 20:00:00,2025-05-24,2025-05-25,ΓΡΑΜΜΉ 3,Boarding
002,ΜΑΝΙΑΤΙΚΑ,187,,,2025-05-25 07:52:01,2025-05-24 20:00:00,2025-05-24,2025-05-25,ΓΡΑΜΜΉ 3,Boarding
002,ΜΑΡΟΥΣΙ,282,,,2025-05-25 07:52:01,2025-05-24 20:00:00,2025-05-24,2025-05-25,ΓΡΑΜΜΉ 1,Boarding
002,ΜΕΓΑΡΟ ΜΟΥΣΙΚΗΣ,473,,,2025-05-25 07:52:01,2025-05-24 20:00:00,2025-05-24,2025-05-25,ΓΡΑΜΜΉ 3,Boarding
002,ΜΕΤΑΞΟΥΡΓΕΙΟ,448,,,2025-05-25 07:52:01,2025-05-24 20:00:00,2025-05-24,2025-05-25,ΓΡΑΜΜΉ 2,Boarding
002,ΜΟΝΑΣΤΗΡΑΚΙ,1924,,,2025-05-25 07:52:01,2025-05-24 20:00:00,2025-05-24,2025-05-25,ΓΡΑΜΜΉ 3,Boarding
002,ΜΟΣΧΑΤΟ,218,,,2025-05-25 07:52:01,2025-05-24 20:00:00,2025-05-24,2025-05-25,ΓΡΑΜΜΉ 1,Boarding
002,ΝΕΑ ΙΩΝΙΑ,264,,,2025-05-25 07:52:01,2025-05-24 20:00:00,2025-05-24,2025-05-25,ΓΡΑΜΜΉ 1,Boarding
002,ΝΕΟΣ ΚΟΣΜΟΣ,577,,,2025-05-25 07:52:01,2025-05-24 20:00:00,2025-05-24,2025-05-25,ΓΡΑΜΜΉ 2,Boarding
002,ΝΕΡΑΤΖΙΩΤΙΣΣΑ,615,,,2025-05-25 07:52:01,2025-05-24 20:00:00,2025-05-24,2025-05-25,ΓΡΑΜΜΉ 1,Boarding
002,ΝΙΚΑΙΑ,293,,,2025-05-25 07:52:01,2025-05-24 20:00:00,2025-05-24,2025-05-25,ΓΡΑΜΜΉ 3,Boarding
002,ΝΟΜΙΣΜΑΤΟΚΟΠΕΙΟ,316,,,2025-05-25 07:52:01,2025-05-24 20:00:00,2025-05-24,2025-05-25,ΓΡΑΜΜΉ 3,Boarding
002,ΟΜOΝΟΙΑ,1288,,,2025-05-25 07:52:01,2025-05-24 20:00:00,2025-05-24,2025-05-25,ΓΡΑΜΜΉ 2,Boarding
002,ΠΑΙΑΝΙΑ - ΚΑΝΤΖΑ,41,,,2025-05-25 07:52:01,2025-05-24 20:00:00,2025-05-24,2025-05-25,ΓΡΑΜΜΉ 3,Boarding
002,ΠΑΛΛΗΝΗ,30,,,2025-05-25 07:52:01,2025-05-24 20:00:00,2025-05-24,2025-05-25,ΓΡΑΜΜΉ 3,Boarding
002,ΠΑΝOΡΜΟΥ,497,,,2025-05-25 07:52:01,2025-05-24 20:00:00,2025-05-24,2025-05-25,ΓΡΑΜΜΉ 3,Boarding
002,ΠΑΝΕΠΙΣΤΗΜΙΟ,511,,,2025-05-25 07:52:01,2025-05-24 20:00:00,2025-05-24,2025-05-25,ΓΡΑΜΜΉ 2,Boarding
002,ΠΕΙΡΑΙΑΣ,809,,,2025-05-25 07:52:01,2025-05-24 20:00:00,2025-05-24,2025-05-25,ΓΡΑΜΜΉ 3,Boarding
002,ΠΕΡΙΣΣOΣ,139,,,2025-05-25 07:52:01,2025-05-24 20:00:00,2025-05-24,2025-05-25,ΓΡΑΜΜΉ 1,Boarding
002,ΠΕΡΙΣΤΕΡΙ,232,,,2025-05-25 07:52:01,2025-05-24 20:00:00,2025-05-24,2025-05-25,ΓΡΑΜΜΉ 2,Boarding
002,ΠΕΤΡΑΛΩΝΑ,259,,,2025-05-25 07:52:01,2025-05-24 20:00:00,2025-05-24,2025-05-25,ΓΡΑΜΜΉ 1,Boarding
002,ΠΕΥΚΑΚΙΑ,141,,,2025-05-25 07:52:01,2025-05-24 20:00:00,2025-05-24,2025-05-25,ΓΡΑΜΜΉ 1,Boarding
002,ΣΕΠOΛΙΑ,288,,,2025-05-25 07:52:01,2025-05-24 20:00:00,2025-05-24,2025-05-25,ΓΡΑΜΜΉ 2,Boarding
002,ΣΤΑΘΜΟΣ ΛΑΡΙΣΗΣ,247,,,2025-05-25 07:52:01,2025-05-24 20:00:00,2025-05-24,2025-05-25,ΓΡΑΜΜΉ 2,Boarding
002,ΣΥΓΓΡΟΥ ΦΙΞ,695,,,2025-05-25 07:52:01,2025-05-24 20:00:00,2025-05-24,2025-05-25,ΓΡΑΜΜΉ 2,Boarding
002,ΣΥΝΤΑΓΜΑ,2052,,,2025-05-25 07:52:01,2025-05-24 20:00:00,2025-05-24,2025-05-25,ΓΡΑΜΜΉ 2,Boarding
002,ΤΑΥΡΟΣ,226,,,2025-05-25 07:52:01,2025-05-24 20:00:00,2025-05-24,2025-05-25,ΓΡΑΜΜΉ 1,Boarding
002,ΦΑΛΗΡΟ,387,,,2025-05-25 07:52:01,2025-05-24 20:00:00,2025-05-24,2025-05-25,ΓΡΑΜΜΉ 1,Boarding
002,ΧΑΛΑΝΔΡΙ,219,,,2025-05-25 07:52:01,2025-05-24 20:00:00,2025-05-24,2025-05-25,ΓΡΑΜΜΉ 3,Boarding
002,ΧΟΛΑΡΓOΣ,165,,,2025-05-25 07:52:01,2025-05-24 20:00:00,2025-05-24,2025-05-25,ΓΡΑΜΜΉ 3,Boarding
003,ΑΓ. ΑΝΑΡΓΥΡΟΙ,1,,,2025-05-25 07:54:22,2025-05-24 20:00:00,2025-05-24,2025-05-25,ΠΡΟΑΣΤΙΑΚΟΣ,Boarding
003,ΑΕΡΟΔΡΟΜΙΟ,303,,,2025-05-25 07:54:22,2025-05-24 20:00:00,2025-05-24,2025-05-25,ΠΡΟΑΣΤΙΑΚΟΣ,Boarding
003,ΑΘΗΝΑ,6,,,2025-05-25 07:54:22,2025-05-24 20:00:00,2025-05-24,2025-05-25,ΠΡΟΑΣΤΙΑΚΟΣ,Boarding
003,ΑΝΩ ΛΙΟΣΙΑ,15,,,2025-05-25 07:54:22,2025-05-24 20:00:00,2025-05-24,2025-05-25,ΠΡΟΑΣΤΙΑΚΟΣ,Boarding
003,ΑΣΠΡΟΠΥΡΓΟΣ,4,,,2025-05-25 07:54:22,2025-05-24 20:00:00,2025-05-24,2025-05-25,ΠΡΟΑΣΤΙΑΚΟΣ,Boarding
003,ΔΟΥΚΙΣΣΗΣ ΠΛΑΚΕΝΤΙΑΣ,30,,,2025-05-25 07:54:22,2025-05-24 20:00:00,2025-05-24,2025-05-25,ΠΡΟΑΣΤΙΑΚΟΣ,Boarding
003,ΗΡΑΚΛΕΙΟ,8,,,2025-05-25 07:54:22,2025-05-24 20:00:00,2025-05-24,2025-05-25,ΠΡΟΑΣΤΙΑΚΟΣ,Boarding
003,ΚΑΤΩ ΑΧΑΡΝΑΙ,7,,,2025-05-25 07:54:22,2025-05-24 20:00:00,2025-05-24,2025-05-25,ΠΡΟΑΣΤΙΑΚΟΣ,Boarding
003,ΚΗΦΙΣΙΑΣ,5,,,2025-05-25 07:54:22,2025-05-24 20:00:00,2025-05-24,2025-05-25,ΠΡΟΑΣΤΙΑΚΟΣ,Boarding
003,ΜΑΓΟΥΛΑ,11,,,2025-05-25 07:54:22,2025-05-24 20:00:00,2025-05-24,2025-05-25,ΠΡΟΑΣΤΙΑΚΟΣ,Boarding
003,ΜΕΤΑΜΟΡΦΩΣΗ,8,,,2025-05-25 07:54:22,2025-05-24 20:00:00,2025-05-24,2025-05-25,ΠΡΟΑΣΤΙΑΚΟΣ,Boarding
003,ΝΕΡΑΤΖΙΩΤΙΣΣΑ,23,,,2025-05-25 07:54:22,2025-05-24 20:00:00,2025-05-24,2025-05-25,ΠΡΟΑΣΤΙΑΚΟΣ,Boarding
003,ΠΕΙΡΑΙΑΣ,13,,,2025-05-25 07:54:22,2025-05-24 20:00:00,2025-05-24,2025-05-25,ΠΡΟΑΣΤΙΑΚΟΣ,Boarding
003,ΠΕΝΤΕΛΗΣ,13,,,2025-05-25 07:54:22,2025-05-24 20:00:00,2025-05-24,2025-05-25,ΠΡΟΑΣΤΙΑΚΟΣ,Boarding
003,ΠΥΡΓΟΣ ΒΑΣΙΛΙΣΣΗΣ,2,,,2025-05-25 07:54:22,2025-05-24 20:00:00,2025-05-24,2025-05-25,ΠΡΟΑΣΤΙΑΚΟΣ,Boarding
003,ΡΕΝΤΗΣ,1,,,2025-05-25 07:54:22,2025-05-24 20:00:00,2025-05-24,2025-05-25,ΠΡΟΑΣΤΙΑΚΟΣ,Boarding
003,ΡΟΥΦ,1,,,2025-05-25 07:54:22,2025-05-24 20:00:00,2025-05-24,2025-05-25,ΠΡΟΑΣΤΙΑΚΟΣ,Boarding
003,ΣΚΑ - ΑΧΑΡΝΑΙ,7,,,2025-05-25 07:54:22,2025-05-24 20:00:00,2025-05-24,2025-05-25,ΠΡΟΑΣΤΙΑΚΟΣ,Boarding
003,ΤΑΥΡΟΣ,2,,,2025-05-25 07:54:22,2025-05-24 20:00:00,2025-05-24,2025-05-25,ΠΡΟΑΣΤΙΑΚΟΣ,Boarding
004,TRAM,384,,,2025-05-25 07:53:11,2025-05-24 20:00:00,2025-05-24,2025-05-25,ΤΡΑΜ,Boarding
001,UKN,4593,,,2025-05-25 07:50:48,2025-05-24 21:00:00,2025-05-24,2025-05-25,ΟΣΥ,Boarding
002,ΑΓΙΑ ΒΑΡΒΑΡΑ,184,,,2025-05-25 07:52:01,2025-05-24 21:00:00,2025-05-24,2025-05-25,ΓΡΑΜΜΉ 3,Boarding
002,ΑΓΙΑ ΜΑΡΙΝΑ,436,,,2025-05-25 07:52:01,2025-05-24 21:00:00,2025-05-24,2025-05-25,ΓΡΑΜΜΉ 3,Boarding
002,ΑΓΙΑ ΠΑΡΑΣΚΕΥΗ,193,,,2025-05-25 07:52:01,2025-05-24 21:00:00,2025-05-24,2025-05-25,ΓΡΑΜΜΉ 3,Boarding
002,ΑΓΙΟΣ ΑΝΤΩΝΙΟΣ,326,,,2025-05-25 07:52:01,2025-05-24 21:00:00,2025-05-24,2025-05-25,ΓΡΑΜΜΉ 2,Boarding
002,ΑΓΙΟΣ ΔΗΜΗΤΡΙΟΣ,488,,,2025-05-25 07:52:01,2025-05-24 21:00:00,2025-05-24,2025-05-25,ΓΡΑΜΜΉ 2,Boarding
002,ΑΓΙΟΣ ΕΛΕΥΘΕΡΙΟΣ,257,,,2025-05-25 07:52:01,2025-05-24 21:00:00,2025-05-24,2025-05-25,ΓΡΑΜΜΉ 1,Boarding
002,ΑΓΙΟΣ ΙΩΑΝΝΗΣ,281,,,2025-05-25 07:52:01,2025-05-24 21:00:00,2025-05-24,2025-05-25,ΓΡΑΜΜΉ 2,Boarding
002,ΑΓΙΟΣ ΝΙΚΟΛΑΟΣ,346,,,2025-05-25 07:52:01,2025-05-24 21:00:00,2025-05-24,2025-05-25,ΓΡΑΜΜΉ 1,Boarding
002,ΑΕΡΟΔΡΟΜΙΟ,157,,,2025-05-25 07:52:01,2025-05-24 21:00:00,2025-05-24,2025-05-25,ΓΡΑΜΜΉ 3,Boarding
002,ΑΙΓΑΛΕΩ,469,,,2025-05-25 07:52:01,2025-05-24 21:00:00,2025-05-24,2025-05-25,ΓΡΑΜΜΉ 3,Boarding
002,ΑΚΡΟΠΟΛΗ,415,,,2025-05-25 07:52:01,2025-05-24 21:00:00,2025-05-24,2025-05-25,ΓΡΑΜΜΉ 2,Boarding
002,ΑΛΙΜΟΣ,206,,,2025-05-25 07:52:01,2025-05-24 21:00:00,2025-05-24,2025-05-25,ΓΡΑΜΜΉ 2,Boarding
002,ΑΜΠΕΛΟΚΗΠΟΙ,614,,,2025-05-25 07:52:01,2025-05-24 21:00:00,2025-05-24,2025-05-25,ΓΡΑΜΜΉ 3,Boarding
002,ΑΝΘΟΥΠΟΛΗ,449,,,2025-05-25 07:52:01,2025-05-24 21:00:00,2025-05-24,2025-05-25,ΓΡΑΜΜΉ 2,Boarding
002,ΑΝΩ ΠΑΤΗΣΙΑ,283,,,2025-05-25 07:52:01,2025-05-24 21:00:00,2025-05-24,2025-05-25,ΓΡΑΜΜΉ 1,Boarding
002,ΑΡΓΥΡΟΥΠΟΛΗ,329,,,2025-05-25 07:52:01,2025-05-24 21:00:00,2025-05-24,2025-05-25,ΓΡΑΜΜΉ 2,Boarding
002,ΑΤΤΙΚΗ,1632,,,2025-05-25 07:52:01,2025-05-24 21:00:00,2025-05-24,2025-05-25,ΓΡΑΜΜΉ 2,Boarding
002,ΒΙΚΤΩΡΙΑ,671,,,2025-05-25 07:52:01,2025-05-24 21:00:00,2025-05-24,2025-05-25,ΓΡΑΜΜΉ 1,Boarding
002,ΔΑΦΝΗ,549,,,2025-05-25 07:52:01,2025-05-24 21:00:00,2025-05-24,2025-05-25,ΓΡΑΜΜΉ 2,Boarding
002,ΔΗΜΟΤΙΚΟ ΘΕΑΤΡΟ,563,,,2025-05-25 07:52:01,2025-05-24 21:00:00,2025-05-24,2025-05-25,ΓΡΑΜΜΉ 3,Boarding
002,ΔΟΥΚΙΣΣΗΣ ΠΛΑΚΕΝΤΙΑΣ,564,,,2025-05-25 07:52:01,2025-05-24 21:00:00,2025-05-24,2025-05-25,ΓΡΑΜΜΉ 3,Boarding
002,ΕΘΝΙΚΗ ΑΜΥΝΑ,229,,,2025-05-25 07:52:01,2025-05-24 21:00:00,2025-05-24,2025-05-25,ΓΡΑΜΜΉ 3,Boarding
002,ΕΙΡΗΝΗ,80,,,2025-05-25 07:52:01,2025-05-24 21:00:00,2025-05-24,2025-05-25,ΓΡΑΜΜΉ 1,Boarding
002,ΕΛΑΙΩΝΑΣ,102,,,2025-05-25 07:52:01,2025-05-24 21:00:00,2025-05-24,2025-05-25,ΓΡΑΜΜΉ 3,Boarding
002,ΕΛΛΗΝΙΚΟ,715,,,2025-05-25 07:52:01,2025-05-24 21:00:00,2025-05-24,2025-05-25,ΓΡΑΜΜΉ 2,Boarding
002,ΕΥΑΓΓΕΛΙΣΜOΣ,811,,,2025-05-25 07:52:01,2025-05-24 21:00:00,2025-05-24,2025-05-25,ΓΡΑΜΜΉ 3,Boarding
002,ΗΛΙΟΥΠΟΛΗ,271,,,2025-05-25 07:52:01,2025-05-24 21:00:00,2025-05-24,2025-05-25,ΓΡΑΜΜΉ 2,Boarding
002,ΗΡΑΚΛΕΙΟ,308,,,2025-05-25 07:52:01,2025-05-24 21:00:00,2025-05-24,2025-05-25,ΓΡΑΜΜΉ 1,Boarding
002,ΘΗΣΕΙΟ,224,,,2025-05-25 07:52:01,2025-05-24 21:00:00,2025-05-24,2025-05-25,ΓΡΑΜΜΉ 1,Boarding
002,ΚΑΛΛΙΘΕΑ,344,,,2025-05-25 07:52:01,2025-05-24 21:00:00,2025-05-24,2025-05-25,ΓΡΑΜΜΉ 1,Boarding
002,ΚΑΤ,112,,,2025-05-25 07:52:01,2025-05-24 21:00:00,2025-05-24,2025-05-25,ΓΡΑΜΜΉ 1,Boarding
002,ΚΑΤΕΧΑΚΗ,205,,,2025-05-25 07:52:01,2025-05-24 21:00:00,2025-05-24,2025-05-25,ΓΡΑΜΜΉ 3,Boarding
002,ΚΑΤΩ ΠΑΤΗΣΙΑ,425,,,2025-05-25 07:52:01,2025-05-24 21:00:00,2025-05-24,2025-05-25,ΓΡΑΜΜΉ 1,Boarding
002,ΚΕΡΑΜΕΙΚΟΣ,325,,,2025-05-25 07:52:01,2025-05-24 21:00:00,2025-05-24,2025-05-25,ΓΡΑΜΜΉ 3,Boarding
002,ΚΗΦΙΣΙΑ,502,,,2025-05-25 07:52:01,2025-05-24 21:00:00,2025-05-24,2025-05-25,ΓΡΑΜΜΉ 1,Boarding
002,ΚΟΡΥΔΑΛΛΟΣ,495,,,2025-05-25 07:52:01,2025-05-24 21:00:00,2025-05-24,2025-05-25,ΓΡΑΜΜΉ 3,Boarding
002,ΚΟΡΩΠΙ,65,,,2025-05-25 07:52:01,2025-05-24 21:00:00,2025-05-24,2025-05-25,ΓΡΑΜΜΉ 3,Boarding
002,ΜΑΝΙΑΤΙΚΑ,225,,,2025-05-25 07:52:01,2025-05-24 21:00:00,2025-05-24,2025-05-25,ΓΡΑΜΜΉ 3,Boarding
002,ΜΑΡΟΥΣΙ,304,,,2025-05-25 07:52:01,2025-05-24 21:00:00,2025-05-24,2025-05-25,ΓΡΑΜΜΉ 1,Boarding
002,ΜΕΓΑΡΟ ΜΟΥΣΙΚΗΣ,477,,,2025-05-25 07:52:01,2025-05-24 21:00:00,2025-05-24,2025-05-25,ΓΡΑΜΜΉ 3,Boarding
002,ΜΕΤΑΞΟΥΡΓΕΙΟ,344,,,2025-05-25 07:52:01,2025-05-24 21:00:00,2025-05-24,2025-05-25,ΓΡΑΜΜΉ 2,Boarding
002,ΜΟΝΑΣΤΗΡΑΚΙ,1693,,,2025-05-25 07:52:01,2025-05-24 21:00:00,2025-05-24,2025-05-25,ΓΡΑΜΜΉ 3,Boarding
002,ΜΟΣΧΑΤΟ,216,,,2025-05-25 07:52:01,2025-05-24 21:00:00,2025-05-24,2025-05-25,ΓΡΑΜΜΉ 1,Boarding
002,ΝΕΑ ΙΩΝΙΑ,226,,,2025-05-25 07:52:01,2025-05-24 21:00:00,2025-05-24,2025-05-25,ΓΡΑΜΜΉ 1,Boarding
002,ΝΕΟΣ ΚΟΣΜΟΣ,576,,,2025-05-25 07:52:01,2025-05-24 21:00:00,2025-05-24,2025-05-25,ΓΡΑΜΜΉ 2,Boarding
002,ΝΕΡΑΤΖΙΩΤΙΣΣΑ,715,,,2025-05-25 07:52:01,2025-05-24 21:00:00,2025-05-24,2025-05-25,ΓΡΑΜΜΉ 1,Boarding
002,ΝΙΚΑΙΑ,292,,,2025-05-25 07:52:01,2025-05-24 21:00:00,2025-05-24,2025-05-25,ΓΡΑΜΜΉ 3,Boarding
002,ΝΟΜΙΣΜΑΤΟΚΟΠΕΙΟ,325,,,2025-05-25 07:52:01,2025-05-24 21:00:00,2025-05-24,2025-05-25,ΓΡΑΜΜΉ 3,Boarding
002,ΟΜOΝΟΙΑ,1147,,,2025-05-25 07:52:01,2025-05-24 21:00:00,2025-05-24,2025-05-25,ΓΡΑΜΜΉ 2,Boarding
002,ΠΑΙΑΝΙΑ - ΚΑΝΤΖΑ,19,,,2025-05-25 07:52:01,2025-05-24 21:00:00,2025-05-24,2025-05-25,ΓΡΑΜΜΉ 3,Boarding
002,ΠΑΛΛΗΝΗ,45,,,2025-05-25 07:52:01,2025-05-24 21:00:00,2025-05-24,2025-05-25,ΓΡΑΜΜΉ 3,Boarding
002,ΠΑΝOΡΜΟΥ,500,,,2025-05-25 07:52:01,2025-05-24 21:00:00,2025-05-24,2025-05-25,ΓΡΑΜΜΉ 3,Boarding
002,ΠΑΝΕΠΙΣΤΗΜΙΟ,438,,,2025-05-25 07:52:01,2025-05-24 21:00:00,2025-05-24,2025-05-25,ΓΡΑΜΜΉ 2,Boarding
002,ΠΕΙΡΑΙΑΣ,1156,,,2025-05-25 07:52:01,2025-05-24 21:00:00,2025-05-24,2025-05-25,ΓΡΑΜΜΉ 3,Boarding
002,ΠΕΡΙΣΣOΣ,164,,,2025-05-25 07:52:01,2025-05-24 21:00:00,2025-05-24,2025-05-25,ΓΡΑΜΜΉ 1,Boarding
002,ΠΕΡΙΣΤΕΡΙ,192,,,2025-05-25 07:52:01,2025-05-24 21:00:00,2025-05-24,2025-05-25,ΓΡΑΜΜΉ 2,Boarding
002,ΠΕΤΡΑΛΩΝΑ,295,,,2025-05-25 07:52:01,2025-05-24 21:00:00,2025-05-24,2025-05-25,ΓΡΑΜΜΉ 1,Boarding
002,ΠΕΥΚΑΚΙΑ,147,,,2025-05-25 07:52:01,2025-05-24 21:00:00,2025-05-24,2025-05-25,ΓΡΑΜΜΉ 1,Boarding
002,ΣΕΠOΛΙΑ,277,,,2025-05-25 07:52:01,2025-05-24 21:00:00,2025-05-24,2025-05-25,ΓΡΑΜΜΉ 2,Boarding
002,ΣΤΑΘΜΟΣ ΛΑΡΙΣΗΣ,319,,,2025-05-25 07:52:01,2025-05-24 21:00:00,2025-05-24,2025-05-25,ΓΡΑΜΜΉ 2,Boarding
002,ΣΥΓΓΡΟΥ ΦΙΞ,709,,,2025-05-25 07:52:01,2025-05-24 21:00:00,2025-05-24,2025-05-25,ΓΡΑΜΜΉ 2,Boarding
002,ΣΥΝΤΑΓΜΑ,2017,,,2025-05-25 07:52:01,2025-05-24 21:00:00,2025-05-24,2025-05-25,ΓΡΑΜΜΉ 2,Boarding
002,ΤΑΥΡΟΣ,263,,,2025-05-25 07:52:01,2025-05-24 21:00:00,2025-05-24,2025-05-25,ΓΡΑΜΜΉ 1,Boarding
002,ΦΑΛΗΡΟ,412,,,2025-05-25 07:52:01,2025-05-24 21:00:00,2025-05-24,2025-05-25,ΓΡΑΜΜΉ 1,Boarding
002,ΧΑΛΑΝΔΡΙ,182,,,2025-05-25 07:52:01,2025-05-24 21:00:00,2025-05-24,2025-05-25,ΓΡΑΜΜΉ 3,Boarding
002,ΧΟΛΑΡΓOΣ,150,,,2025-05-25 07:52:01,2025-05-24 21:00:00,2025-05-24,2025-05-25,ΓΡΑΜΜΉ 3,Boarding
003,ΑΓ. ΑΝΑΡΓΥΡΟΙ,4,,,2025-05-25 07:54:22,2025-05-24 21:00:00,2025-05-24,2025-05-25,ΠΡΟΑΣΤΙΑΚΟΣ,Boarding
003,ΑΕΡΟΔΡΟΜΙΟ,214,,,2025-05-25 07:54:22,2025-05-24 21:00:00,2025-05-24,2025-05-25,ΠΡΟΑΣΤΙΑΚΟΣ,Boarding
003,ΑΘΗΝΑ,3,,,2025-05-25 07:54:22,2025-05-24 21:00:00,2025-05-24,2025-05-25,ΠΡΟΑΣΤΙΑΚΟΣ,Boarding
003,ΑΝΩ ΛΙΟΣΙΑ,20,,,2025-05-25 07:54:22,2025-05-24 21:00:00,2025-05-24,2025-05-25,ΠΡΟΑΣΤΙΑΚΟΣ,Boarding
003,ΔΟΥΚΙΣΣΗΣ ΠΛΑΚΕΝΤΙΑΣ,20,,,2025-05-25 07:54:22,2025-05-24 21:00:00,2025-05-24,2025-05-25,ΠΡΟΑΣΤΙΑΚΟΣ,Boarding
003,ΗΡΑΚΛΕΙΟ,12,,,2025-05-25 07:54:22,2025-05-24 21:00:00,2025-05-24,2025-05-25,ΠΡΟΑΣΤΙΑΚΟΣ,Boarding
003,ΚΑΤΩ ΑΧΑΡΝΑΙ,9,,,2025-05-25 07:54:22,2025-05-24 21:00:00,2025-05-24,2025-05-25,ΠΡΟΑΣΤΙΑΚΟΣ,Boarding
003,ΚΗΦΙΣΙΑΣ,7,,,2025-05-25 07:54:22,2025-05-24 21:00:00,2025-05-24,2025-05-25,ΠΡΟΑΣΤΙΑΚΟΣ,Boarding
003,ΛΕΥΚΑ,1,,,2025-05-25 07:54:22,2025-05-24 21:00:00,2025-05-24,2025-05-25,ΠΡΟΑΣΤΙΑΚΟΣ,Boarding
003,ΜΑΓΟΥΛΑ,8,,,2025-05-25 07:54:22,2025-05-24 21:00:00,2025-05-24,2025-05-25,ΠΡΟΑΣΤΙΑΚΟΣ,Boarding
003,ΜΕΤΑΜΟΡΦΩΣΗ,4,,,2025-05-25 07:54:22,2025-05-24 21:00:00,2025-05-24,2025-05-25,ΠΡΟΑΣΤΙΑΚΟΣ,Boarding
003,ΝΕΡΑΤΖΙΩΤΙΣΣΑ,28,,,2025-05-25 07:54:22,2025-05-24 21:00:00,2025-05-24,2025-05-25,ΠΡΟΑΣΤΙΑΚΟΣ,Boarding
003,ΠΕΙΡΑΙΑΣ,5,,,2025-05-25 07:54:22,2025-05-24 21:00:00,2025-05-24,2025-05-25,ΠΡΟΑΣΤΙΑΚΟΣ,Boarding
003,ΠΕΝΤΕΛΗΣ,6,,,2025-05-25 07:54:22,2025-05-24 21:00:00,2025-05-24,2025-05-25,ΠΡΟΑΣΤΙΑΚΟΣ,Boarding
003,ΠΥΡΓΟΣ ΒΑΣΙΛΙΣΣΗΣ,2,,,2025-05-25 07:54:22,2025-05-24 21:00:00,2025-05-24,2025-05-25,ΠΡΟΑΣΤΙΑΚΟΣ,Boarding
003,ΡΕΝΤΗΣ,1,,,2025-05-25 07:54:22,2025-05-24 21:00:00,2025-05-24,2025-05-25,ΠΡΟΑΣΤΙΑΚΟΣ,Boarding
003,ΡΟΥΦ,2,,,2025-05-25 07:54:22,2025-05-24 21:00:00,2025-05-24,2025-05-25,ΠΡΟΑΣΤΙΑΚΟΣ,Boarding
003,ΣΚΑ - ΑΧΑΡΝΑΙ,5,,,2025-05-25 07:54:22,2025-05-24 21:00:00,2025-05-24,2025-05-25,ΠΡΟΑΣΤΙΑΚΟΣ,Boarding
003,ΤΑΥΡΟΣ,2,,,2025-05-25 07:54:22,2025-05-24 21:00:00,2025-05-24,2025-05-25,ΠΡΟΑΣΤΙΑΚΟΣ,Boarding
004,TRAM,433,,,2025-05-25 07:53:11,2025-05-24 21:00:00,2025-05-24,2025-05-25,ΤΡΑΜ,Boarding
001,UKN,4136,,,2025-05-25 07:50:48,2025-05-24 22:00:00,2025-05-24,2025-05-25,ΟΣΥ,Boarding
002,ΑΓΙΑ ΒΑΡΒΑΡΑ,252,,,2025-05-25 07:52:01,2025-05-24 22:00:00,2025-05-24,2025-05-25,ΓΡΑΜΜΉ 3,Boarding
002,ΑΓΙΑ ΜΑΡΙΝΑ,489,,,2025-05-25 07:52:01,2025-05-24 22:00:00,2025-05-24,2025-05-25,ΓΡΑΜΜΉ 3,Boarding
002,ΑΓΙΑ ΠΑΡΑΣΚΕΥΗ,261,,,2025-05-25 07:52:01,2025-05-24 22:00:00,2025-05-24,2025-05-25,ΓΡΑΜΜΉ 3,Boarding
002,ΑΓΙΟΣ ΑΝΤΩΝΙΟΣ,352,,,2025-05-25 07:52:01,2025-05-24 22:00:00,2025-05-24,2025-05-25,ΓΡΑΜΜΉ 2,Boarding
